Tomek,Abramowicz,54
Tomek,Lis,13
Krystian,Abramowicz,11
Ewa,Nowak,64
Ewa,Kas,9
Tomek,Kas,34
Ania,Nowak,41
Krystian,Lis,0
Ewa,Nowak,30
Tomek,Kas,32
Mateusz,Lis,32
Krystian,Nowak,27
Mateusz,Kas,11
Ania,Kas,31
Ewa,Kas,21
Ewa,Abramowicz,52
Mateusz,Abramowicz,13
Ewa,Kas,19
Krystian,Kowalski,11
Ania,Lis,6
Tomek,Lis,58
Ania,Abramowicz,31
Ewa,Lis,41
Ania,Kowalski,25
Ewa,Kowalski,44
Ania,Abramowicz,1
Mateusz,Lis,2
Tomek,Kowalski,16
Mateusz,Nowak,41
Tomek,Kowalski,17
Ania,Kowalski,9
Ewa,Kas,36
Ewa,Abramowicz,44
Ewa,Kas,28
Krystian,Nowak,4
Tomek,Lis,18
Ewa,Nowak,12
Ewa,Lis,39
Tomek,Kas,63
Ewa,Kas,57
Ania,Abramowicz,23
Ewa,Nowak,53
Ania,Kowalski,10
Ewa,Lis,20
Ewa,Nowak,58
Tomek,Kas,39
Mateusz,Abramowicz,28
Tomek,Nowak,8
Tomek,Nowak,32
Tomek,Kas,58
Ewa,Kas,47
Mateusz,Abramowicz,25
Tomek,Abramowicz,2
Mateusz,Kas,45
Ania,Lis,61
Mateusz,Abramowicz,51
Krystian,Nowak,50
Ewa,Abramowicz,9
Mateusz,Kas,58
Krystian,Kowalski,9
Tomek,Lis,59
Ewa,Lis,1
Ania,Nowak,31
Ewa,Abramowicz,44
Tomek,Abramowicz,62
Tomek,Kowalski,1
Mateusz,Kowalski,18
Krystian,Kowalski,33
Ewa,Lis,39
Ania,Kowalski,29
Krystian,Nowak,51
Ania,Nowak,49
Tomek,Lis,3
Ania,Lis,8
Ewa,Kowalski,36
Ewa,Kas,25
Tomek,Abramowicz,31
Mateusz,Nowak,59
Ania,Kas,51
Tomek,Nowak,30
Ewa,Abramowicz,50
Mateusz,Abramowicz,50
Ania,Kowalski,1
Krystian,Kowalski,11
Krystian,Abramowicz,5
Ewa,Lis,56
Tomek,Nowak,20
Ania,Kowalski,49
Ewa,Nowak,22
Mateusz,Abramowicz,44
Krystian,Abramowicz,9
Ania,Nowak,55
Ewa,Abramowicz,32
Mateusz,Kas,15
Ania,Kowalski,8
Tomek,Abramowicz,32
Ewa,Abramowicz,63
Ania,Lis,4
Ania,Kas,56
Ania,Kowalski,48
Mateusz,Abramowicz,47
Mateusz,Nowak,45
Ania,Lis,6
Ania,Lis,41
Mateusz,Kowalski,30
Krystian,Kowalski,55
Krystian,Lis,4
Ewa,Lis,43
Tomek,Nowak,29
Krystian,Abramowicz,7
Krystian,Nowak,58
Krystian,Kas,5
Krystian,Lis,30
Ania,Abramowicz,44
Ania,Kas,17
Tomek,Kowalski,15
Mateusz,Abramowicz,23
Mateusz,Lis,5
Mateusz,Kas,63
Mateusz,Lis,54
Ewa,Nowak,15
Krystian,Kas,28
Mateusz,Lis,22
Ewa,Abramowicz,60
Mateusz,Nowak,49
Mateusz,Lis,18
Ania,Abramowicz,36
Krystian,Kowalski,52
Ania,Lis,0
Ewa,Kas,39
Krystian,Kowalski,15
Krystian,Kowalski,41
Tomek,Kowalski,43
Mateusz,Abramowicz,25
Ewa,Abramowicz,42
Ania,Abramowicz,12
Ania,Lis,64
Ewa,Nowak,52
Ania,Kowalski,60
Tomek,Nowak,9
Ania,Abramowicz,42
Ania,Abramowicz,41
Mateusz,Kowalski,42
Krystian,Kowalski,63
Ania,Abramowicz,40
Ewa,Abramowicz,17
Tomek,Kowalski,43
Krystian,Abramowicz,63
Ania,Lis,49
Ania,Lis,6
Mateusz,Nowak,34
Ewa,Kas,50
Tomek,Lis,58
Ewa,Lis,33
Krystian,Abramowicz,21
Ewa,Abramowicz,8
Tomek,Lis,54
Ania,Nowak,64
Tomek,Kas,10
Krystian,Nowak,19
Ewa,Lis,31
Ewa,Kas,23
Tomek,Kas,48
Ewa,Abramowicz,60
Krystian,Kas,11
Tomek,Abramowicz,35
Mateusz,Kowalski,21
Ania,Nowak,61
Tomek,Kas,2
Mateusz,Kowalski,51
Krystian,Lis,22
Krystian,Abramowicz,1
Tomek,Kas,17
Ania,Nowak,47
Ania,Lis,13
Krystian,Kowalski,15
Ania,Lis,13
Ewa,Nowak,13
Mateusz,Abramowicz,0
Mateusz,Nowak,28
Tomek,Lis,45
Krystian,Kowalski,51
Tomek,Nowak,20
Mateusz,Abramowicz,50
Tomek,Kas,28
Ewa,Nowak,63
Ania,Kas,14
Mateusz,Abramowicz,10
Tomek,Abramowicz,26
Mateusz,Kas,13
Krystian,Abramowicz,57
Mateusz,Lis,52
Mateusz,Abramowicz,29
Krystian,Kas,3
Tomek,Kas,57
Ania,Lis,41
Ewa,Abramowicz,9
Tomek,Nowak,53
Mateusz,Kas,36
Ewa,Lis,58
Krystian,Kowalski,61
Ewa,Nowak,18
Mateusz,Nowak,62
Tomek,Abramowicz,2
Ania,Abramowicz,49
Krystian,Kas,62
Ania,Lis,49
Ania,Nowak,37
Mateusz,Kas,17
Ewa,Abramowicz,51
Ania,Nowak,25
Mateusz,Nowak,45
Mateusz,Kas,38
Tomek,Abramowicz,40
Ewa,Nowak,22
Mateusz,Abramowicz,34
Krystian,Kowalski,48
Ewa,Lis,56
Ania,Lis,54
Mateusz,Kas,60
Tomek,Kas,33
Tomek,Kas,4
Ewa,Kowalski,29
Tomek,Nowak,27
Ania,Nowak,34
Ania,Nowak,31
Mateusz,Kas,21
Ewa,Lis,8
Ania,Kowalski,26
Krystian,Kowalski,55
Mateusz,Lis,51
Mateusz,Nowak,20
Tomek,Abramowicz,33
Tomek,Nowak,16
Ewa,Lis,34
Ewa,Nowak,8
Ania,Lis,25
Ewa,Kas,25
Ania,Kowalski,18
Krystian,Kas,56
Tomek,Lis,40
Ania,Abramowicz,44
Ewa,Nowak,19
Krystian,Nowak,55
Tomek,Abramowicz,41
Mateusz,Nowak,4
Krystian,Kowalski,33
Ewa,Lis,4
Ania,Abramowicz,60
Ewa,Lis,40
Tomek,Kowalski,55
Ewa,Lis,48
Mateusz,Kas,21
Tomek,Lis,47
Tomek,Kowalski,4
Tomek,Abramowicz,51
Mateusz,Nowak,42
Krystian,Abramowicz,44
Ania,Lis,36
Tomek,Kas,50
Ania,Kas,27
Tomek,Nowak,61
Krystian,Abramowicz,15
Tomek,Nowak,46
Ania,Abramowicz,5
Tomek,Abramowicz,35
Tomek,Nowak,24
Tomek,Lis,23
Krystian,Kas,39
Ewa,Kas,61
Tomek,Abramowicz,60
Krystian,Kowalski,11
Ania,Lis,50
Ewa,Nowak,20
Tomek,Nowak,4
Krystian,Kas,37
Ewa,Abramowicz,38
Ewa,Nowak,33
Ewa,Nowak,46
Mateusz,Kas,61
Tomek,Kas,12
Ania,Abramowicz,51
Krystian,Kas,51
Ewa,Kas,6
Ania,Lis,14
Ewa,Abramowicz,17
Ewa,Lis,55
Tomek,Lis,26
Ania,Lis,60
Ania,Abramowicz,20
Krystian,Abramowicz,48
Ewa,Lis,50
Tomek,Kas,56
Ewa,Kowalski,27
Ewa,Nowak,64
Krystian,Kas,62
Tomek,Nowak,11
Mateusz,Kowalski,59
Ewa,Lis,47
Krystian,Abramowicz,61
Ania,Kowalski,54
Ania,Abramowicz,21
Ania,Kowalski,48
Tomek,Abramowicz,18
Ania,Nowak,15
Ania,Lis,53
Ania,Lis,54
Ania,Abramowicz,10
Krystian,Kas,6
Tomek,Abramowicz,62
Krystian,Kowalski,6
Krystian,Abramowicz,49
Tomek,Lis,63
Ania,Kas,59
Mateusz,Kowalski,43
Ania,Kowalski,62
Ania,Nowak,45
Ania,Abramowicz,57
Tomek,Nowak,26
Ewa,Lis,33
Ania,Kas,14
Mateusz,Lis,46
Krystian,Kowalski,38
Tomek,Kas,31
Krystian,Kowalski,22
Ania,Kowalski,17
Ania,Kas,54
Ewa,Kowalski,37
Krystian,Abramowicz,45
Ewa,Kas,33
Krystian,Kowalski,27
Mateusz,Abramowicz,55
Tomek,Abramowicz,8
Ania,Kowalski,59
Ewa,Lis,42
Krystian,Lis,48
Ania,Nowak,51
Tomek,Nowak,40
Tomek,Abramowicz,13
Ewa,Kowalski,53
Krystian,Abramowicz,22
Ewa,Kas,58
Krystian,Kas,4
Tomek,Lis,6
Krystian,Lis,15
Mateusz,Nowak,3
Mateusz,Kowalski,43
Tomek,Lis,20
Ewa,Nowak,59
Ewa,Kowalski,38
Mateusz,Kas,20
Ewa,Abramowicz,12
Mateusz,Kas,41
Ania,Kas,57
Mateusz,Nowak,40
Mateusz,Nowak,33
Mateusz,Kowalski,47
Ania,Kas,22
Krystian,Kas,48
Krystian,Kowalski,50
Tomek,Lis,41
Ewa,Nowak,56
Tomek,Kas,27
Tomek,Nowak,45
Ewa,Nowak,12
Tomek,Nowak,14
Tomek,Kas,6
Tomek,Nowak,1
Tomek,Abramowicz,15
Mateusz,Kowalski,43
Tomek,Lis,33
Ania,Kas,63
Ania,Abramowicz,46
Ewa,Kowalski,52
Tomek,Kas,54
Mateusz,Kowalski,26
Ania,Abramowicz,6
Tomek,Lis,9
Tomek,Kas,23
Mateusz,Kas,8
Ania,Kowalski,52
Tomek,Lis,10
Ania,Kas,11
Krystian,Nowak,42
Tomek,Abramowicz,29
Ewa,Abramowicz,32
Krystian,Abramowicz,58
Ewa,Kas,31
Ewa,Nowak,52
Ewa,Abramowicz,56
Ania,Nowak,27
Tomek,Lis,2
Mateusz,Lis,29
Krystian,Kas,40
Ewa,Lis,39
Mateusz,Lis,33
Krystian,Kowalski,56
Ania,Kowalski,33
Ania,Abramowicz,27
Ania,Abramowicz,18
Mateusz,Kas,10
Ania,Lis,37
Ania,Lis,18
Mateusz,Kowalski,63
Tomek,Nowak,9
Krystian,Kowalski,36
Ewa,Lis,1
Ewa,Kas,10
Ewa,Abramowicz,30
Tomek,Abramowicz,10
Krystian,Kas,50
Mateusz,Kas,11
Krystian,Kowalski,4
Krystian,Abramowicz,0
Krystian,Kas,28
Tomek,Nowak,18
Tomek,Kowalski,7
Ania,Kowalski,44
Ania,Nowak,26
Ewa,Kas,20
Krystian,Lis,40
Mateusz,Kas,27
Krystian,Abramowicz,5
Tomek,Lis,28
Tomek,Nowak,1
Krystian,Kowalski,15
Ewa,Nowak,21
Tomek,Lis,22
Ewa,Kas,44
Krystian,Nowak,64
Krystian,Nowak,47
Mateusz,Nowak,19
Krystian,Kas,30
Mateusz,Kas,34
Ewa,Nowak,11
Krystian,Lis,51
Krystian,Kas,30
Krystian,Nowak,54
Krystian,Lis,47
Krystian,Nowak,26
Tomek,Kas,32
Mateusz,Kowalski,50
Tomek,Abramowicz,39
Tomek,Nowak,54
Krystian,Lis,46
Krystian,Kowalski,18
Tomek,Abramowicz,44
Ania,Kas,62
Krystian,Lis,15
Tomek,Kas,57
Krystian,Nowak,35
Krystian,Kowalski,4
Ewa,Lis,21
Ewa,Kas,29
Ania,Lis,31
Ewa,Abramowicz,12
Krystian,Kowalski,41
Ania,Kowalski,41
Ewa,Kas,54
Ania,Kowalski,54
Krystian,Lis,45
Mateusz,Nowak,32
Mateusz,Kas,13
Mateusz,Nowak,24
Tomek,Nowak,37
Krystian,Kas,0
Krystian,Nowak,33
Mateusz,Abramowicz,4
Ania,Lis,41
Ania,Abramowicz,4
Ania,Kowalski,11
Ania,Lis,43
Mateusz,Lis,51
Krystian,Abramowicz,3
Mateusz,Abramowicz,52
Ania,Lis,37
Mateusz,Lis,42
Ania,Lis,51
Krystian,Nowak,45
Ania,Lis,41
Tomek,Kas,34
Mateusz,Kas,24
Krystian,Abramowicz,48
Mateusz,Abramowicz,2
Krystian,Kas,9
Ania,Kowalski,10
Ania,Lis,29
Tomek,Kas,29
Ania,Kas,15
Ewa,Abramowicz,3
Ewa,Kowalski,2
Ania,Abramowicz,34
Ewa,Lis,63
Ewa,Nowak,35
Ewa,Lis,53
Mateusz,Nowak,4
Krystian,Lis,4
Ania,Lis,15
Ewa,Nowak,39
Krystian,Nowak,26
Ania,Abramowicz,0
Mateusz,Kowalski,19
Krystian,Nowak,9
Ania,Kowalski,16
Tomek,Abramowicz,52
Mateusz,Lis,40
Ewa,Kas,34
Ania,Lis,14
Krystian,Kowalski,39
Ania,Lis,32
Ewa,Nowak,38
Krystian,Nowak,52
Tomek,Kas,0
Ania,Kas,47
Ania,Kowalski,6
Mateusz,Abramowicz,17
Mateusz,Nowak,37
Krystian,Lis,49
Krystian,Abramowicz,30
Mateusz,Abramowicz,62
Ewa,Abramowicz,24
Ewa,Abramowicz,57
Krystian,Kas,1
Tomek,Nowak,16
Ania,Abramowicz,28
Ania,Nowak,53
Krystian,Nowak,29
Tomek,Lis,43
Ania,Kas,16
Ania,Lis,56
Krystian,Abramowicz,58
Krystian,Abramowicz,2
Ewa,Nowak,58
Krystian,Lis,15
Tomek,Nowak,39
Krystian,Kowalski,32
Mateusz,Lis,46
Ewa,Abramowicz,30
Krystian,Abramowicz,35
Mateusz,Kowalski,18
Mateusz,Kowalski,35
Mateusz,Kowalski,33
Ewa,Kowalski,16
Tomek,Kas,1
Krystian,Kowalski,36
Mateusz,Lis,8
Ania,Kowalski,61
Ewa,Lis,18
Ania,Nowak,48
Ania,Lis,41
Tomek,Abramowicz,52
Tomek,Nowak,31
Ania,Kas,43
Mateusz,Kas,28
Krystian,Nowak,8
Tomek,Abramowicz,35
Krystian,Nowak,12
Tomek,Nowak,51
Krystian,Kowalski,16
Krystian,Abramowicz,8
Mateusz,Abramowicz,62
Ewa,Kowalski,24
Mateusz,Kas,58
Ewa,Kowalski,32
Ania,Nowak,15
Ewa,Abramowicz,14
Tomek,Nowak,59
Krystian,Nowak,59
Ania,Nowak,39
Mateusz,Lis,25
Mateusz,Kowalski,34
Krystian,Kowalski,2
Ania,Lis,31
Tomek,Kas,39
Mateusz,Kas,11
Ania,Kowalski,10
Krystian,Abramowicz,63
Krystian,Kowalski,45
Ania,Nowak,58
Mateusz,Abramowicz,59
Ewa,Abramowicz,22
Ania,Kowalski,21
Tomek,Lis,18
Ania,Nowak,12
Tomek,Kowalski,21
Ewa,Kas,47
Ania,Nowak,47
Mateusz,Abramowicz,31
Mateusz,Abramowicz,41
Krystian,Nowak,57
Ania,Lis,4
Ania,Kowalski,48
Mateusz,Nowak,46
Ania,Kowalski,23
Ewa,Kowalski,15
Mateusz,Lis,57
Ewa,Kas,13
Tomek,Kas,16
Tomek,Kowalski,14
Ewa,Kowalski,36
Tomek,Kas,58
Tomek,Abramowicz,47
Ewa,Kas,12
Tomek,Lis,57
Tomek,Nowak,29
Krystian,Abramowicz,57
Ewa,Kas,20
Krystian,Kas,4
Ewa,Kowalski,22
Krystian,Lis,42
Mateusz,Abramowicz,33
Tomek,Kowalski,25
Mateusz,Abramowicz,30
Mateusz,Abramowicz,10
Ewa,Kowalski,30
Mateusz,Kowalski,21
Ewa,Kas,35
Krystian,Lis,1
Ania,Kas,36
Ania,Kas,55
Tomek,Kowalski,60
Ania,Kas,39
Mateusz,Abramowicz,18
Ania,Lis,54
Tomek,Nowak,38
Krystian,Kas,43
Ewa,Kowalski,61
Krystian,Nowak,18
Ewa,Kas,26
Ania,Abramowicz,13
Tomek,Kas,38
Mateusz,Lis,4
Ania,Kas,61
Krystian,Lis,63
Tomek,Lis,8
Ania,Kowalski,28
Tomek,Lis,19
Ewa,Kas,32
Ania,Kas,28
Ewa,Abramowicz,14
Ewa,Abramowicz,58
Krystian,Kas,31
Mateusz,Nowak,24
Ania,Lis,63
Ewa,Lis,44
Mateusz,Kas,46
Ewa,Lis,38
Tomek,Nowak,6
Tomek,Kowalski,14
Ania,Kowalski,59
Tomek,Abramowicz,52
Ania,Nowak,43
Ewa,Kowalski,10
Tomek,Nowak,9
Ewa,Lis,12
Krystian,Kas,54
Mateusz,Lis,29
Mateusz,Nowak,49
Ewa,Abramowicz,38
Ania,Kowalski,34
Krystian,Abramowicz,53
Ania,Kowalski,26
Ewa,Nowak,41
Mateusz,Kowalski,29
Ania,Lis,27
Tomek,Nowak,63
Ewa,Lis,17
Krystian,Kowalski,55
Ania,Abramowicz,29
Tomek,Nowak,34
Tomek,Abramowicz,60
Tomek,Nowak,51
Ewa,Kas,11
Ewa,Abramowicz,27
Mateusz,Kas,24
Ewa,Kas,22
Ewa,Lis,12
Mateusz,Kowalski,12
Mateusz,Abramowicz,61
Tomek,Kowalski,58
Ewa,Kas,39
Tomek,Lis,0
Tomek,Abramowicz,37
Tomek,Kas,52
Ania,Lis,62
Ewa,Kas,34
Ewa,Lis,35
Mateusz,Lis,64
Krystian,Kas,40
Ewa,Kas,29
Tomek,Kowalski,1
Ania,Lis,32
Ania,Lis,21
Ania,Abramowicz,38
Krystian,Kowalski,19
Tomek,Nowak,50
Krystian,Kas,54
Ewa,Lis,42
Krystian,Abramowicz,12
Mateusz,Lis,35
Ewa,Abramowicz,8
Krystian,Nowak,57
Ewa,Kas,52
Ania,Kowalski,29
Ewa,Kas,3
Tomek,Lis,44
Ewa,Kowalski,52
Ewa,Kas,41
Ewa,Kowalski,3
Krystian,Lis,60
Ania,Kas,52
Ewa,Lis,48
Krystian,Kas,3
Ania,Lis,25
Ewa,Abramowicz,32
Krystian,Kas,36
Ewa,Abramowicz,51
Ewa,Kas,43
Mateusz,Abramowicz,17
Mateusz,Kowalski,51
Tomek,Lis,20
Mateusz,Kowalski,51
Ania,Abramowicz,59
Tomek,Kowalski,10
Ewa,Kowalski,4
Ania,Abramowicz,59
Mateusz,Kas,43
Ania,Abramowicz,20
Ania,Kowalski,58
Ania,Kowalski,31
Ania,Abramowicz,40
Krystian,Nowak,8
Tomek,Kowalski,28
Mateusz,Kowalski,52
Krystian,Abramowicz,38
Mateusz,Kas,21
Ania,Kas,31
Ewa,Kowalski,36
Ewa,Kas,29
Ania,Kowalski,22
Krystian,Kas,18
Tomek,Kas,16
Ewa,Abramowicz,61
Ania,Abramowicz,26
Ewa,Abramowicz,19
Mateusz,Nowak,3
Tomek,Kas,59
Mateusz,Nowak,42
Ewa,Abramowicz,49
Tomek,Abramowicz,0
Krystian,Nowak,40
Tomek,Abramowicz,9
Tomek,Nowak,42
Mateusz,Nowak,61
Tomek,Kas,32
Ewa,Kowalski,63
Mateusz,Nowak,25
Tomek,Kowalski,41
Krystian,Lis,9
Ewa,Abramowicz,45
Tomek,Kas,63
Mateusz,Lis,46
Ewa,Lis,63
Krystian,Kas,60
Mateusz,Lis,25
Mateusz,Lis,19
Mateusz,Nowak,58
Krystian,Kas,55
Krystian,Nowak,47
Tomek,Nowak,26
Tomek,Lis,24
Krystian,Nowak,30
Krystian,Nowak,47
Ewa,Kas,34
Ania,Kowalski,4
Mateusz,Lis,40
Ania,Kowalski,12
Ewa,Abramowicz,38
Krystian,Lis,16
Ania,Abramowicz,20
Ania,Kas,41
Ania,Abramowicz,17
Krystian,Abramowicz,9
Krystian,Lis,11
Tomek,Lis,1
Mateusz,Nowak,48
Mateusz,Nowak,16
Mateusz,Kas,49
Mateusz,Nowak,48
Ania,Kas,49
Krystian,Lis,50
Tomek,Abramowicz,64
Mateusz,Nowak,53
Mateusz,Kowalski,45
Ania,Abramowicz,1
Mateusz,Lis,57
Krystian,Kas,3
Krystian,Kas,54
Mateusz,Lis,19
Krystian,Lis,57
Ania,Kowalski,34
Ania,Nowak,15
Krystian,Abramowicz,37
Mateusz,Abramowicz,19
Mateusz,Lis,15
Mateusz,Lis,50
Ania,Abramowicz,27
Tomek,Lis,29
Mateusz,Kowalski,3
Ewa,Kas,53
Ania,Abramowicz,62
Ania,Lis,32
Ania,Nowak,2
Krystian,Nowak,16
Tomek,Kowalski,32
Ewa,Nowak,29
Tomek,Nowak,25
Ania,Lis,62
Ania,Nowak,23
Krystian,Kowalski,16
Krystian,Lis,30
Ewa,Lis,32
Tomek,Abramowicz,10
Ania,Kas,51
Mateusz,Kowalski,2
Krystian,Nowak,30
Ania,Nowak,14
Ewa,Nowak,38
Ewa,Abramowicz,25
Tomek,Lis,47
Ania,Kas,13
Ewa,Abramowicz,56
Tomek,Abramowicz,24
Mateusz,Nowak,32
Ania,Nowak,13
Tomek,Abramowicz,29
Tomek,Abramowicz,11
Mateusz,Abramowicz,21
Mateusz,Abramowicz,31
Ania,Kas,41
Krystian,Nowak,10
Tomek,Kowalski,14
Mateusz,Lis,37
Ewa,Kas,43
Mateusz,Nowak,5
Tomek,Abramowicz,6
Tomek,Lis,3
Krystian,Kowalski,24
Ania,Abramowicz,31
Krystian,Lis,28
Ania,Abramowicz,1
Krystian,Abramowicz,54
Tomek,Kowalski,50
Mateusz,Lis,56
Ewa,Abramowicz,13
Ewa,Kowalski,44
Ania,Abramowicz,61
Ania,Lis,15
Ania,Kas,59
Ewa,Lis,5
Krystian,Nowak,29
Mateusz,Abramowicz,24
Krystian,Kas,26
Ewa,Lis,35
Mateusz,Kas,43
